filed,accession,issuer_cik,issuer_name,symbol,insider,role,trade_date,shares,price,value
2026-08-31,0001189403-26-000011,0001579241,Allegion plc,ALLE,MIZELL STEVEN,Director,2026-08-28,170.0,158.28,26907.6
2026-08-31,0001193125-26-376791,0001655888,Blue Owl Capital Corp,OBDC,Kaye Eric A.,Director,2026-08-28,1000.0,11.34,11340.0
2026-08-31,0001213900-26-095705,0001684425,"TDH Holdings, Inc.",PETZ,Liu Dandan,"Director, CEO and Chair, 10% owner",2026-08-27,2969692.0,1.2,3563630.4
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,1271.0,226.48,287856.07999999996
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,863.0,227.35,196203.05
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,1201.0,228.61,274560.61000000004
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,201.0,229.83,46195.83
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,690.0,231.12,159472.80000000002
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,514.0,232.83,119674.62000000001
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,210.0,234.24,49190.4
2026-08-31,0001812746-26-000011,0001704715,"Alpha Metallurgical Resources, Inc.",AMR,Courtis Kenneth S.,Director,2026-08-28,50.0,235.47,11773.5
2026-08-31,0001193125-26-376792,0001747777,Blue Owl Technology Finance Corp.,OTF,Kaye Eric A.,Director,2026-08-28,1000.0,11.37,11370.0
2026-08-31,0001823561-26-000003,0001771515,Grocery Outlet Holding Corp.,GO,Jaros Carey F.,Director,2026-08-27,15000.0,11.7,175500.0
2026-08-31,0001628280-26-059526,0001776909,CuriosityStream Inc.,CURI,Stinchcomb Clinton Larry,"Director, President and CEO",2026-08-27,30000.0,2.553,76590.0
2026-08-31,0001628280-26-059472,0001793229,Claritev Corp,CTEV,Dalton Travis,"Director, Pres., CEO & Executive Chair",2026-08-27,4500.0,38.8052,174623.4
2026-08-31,0001628280-26-059472,0001793229,Claritev Corp,CTEV,Dalton Travis,"Director, Pres., CEO & Executive Chair",2026-08-28,1950.0,38.4823,75040.485
2026-08-31,0000905148-26-004037,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-08-28,3500.0,7.1479,25017.65
2026-08-31,0001193125-26-377154,0001828161,"FTC Solar, Inc.",FTCI,SADASIVAM SHAKER,Director,2026-08-27,39583.0,2.35,93020.05
2026-08-31,0001493152-26-040748,0001892492,Eightco Holdings Inc.,ORBS,O'Donnell Kevin J,"Director, CEO",2026-08-28,50000.0,0.8077,40385.0
2026-08-31,0002023157-26-000005,0001987240,SCHMID Group N.V.,SHMD,Schmid Anette,"Director, 10% owner",2026-08-30,69000.0,3.1623,218198.7
2026-08-31,0002125667-26-000003,0001987240,SCHMID Group N.V.,SHMD,Schuetz Arthur Josef Hermann,CFO Schmid Group N.V.,2006-08-28,15200.0,3.23,49096.0
2026-08-31,0001213900-26-095757,0002039273,Jaguar Uranium Corp.,JAGU,Gold Steven Brian,"Director, President, CEO, and Director",2026-08-28,12000.0,1.6,19200.0
2026-08-31,0001829126-26-009544,0002079109,Veraxa Biotech AG - Post de-SPAC,VRXA,Baumann Oliver Rolf,Director,2026-08-27,50000.0,1.5,75000.0
2026-09-01,0002097014-26-000004,0000024090,"CITIZENS, INC.",CIA,HARWOOD MICHAEL PHILIP,Director,2026-08-31,10000.0,3.8,38000.0
2026-09-01,0001349628-26-000004,0000067215,DYCOM INDUSTRIES INC,DY,Fallon David Joseph,Director,2026-09-01,700.0,286.92,200844.0
2026-09-01,0001104659-26-104378,0000101538,UNITED STATES ANTIMONY CORP,UAMY,Carrabba Joseph A,Director,2026-09-01,21300.0,4.72,100536.0
2026-09-01,0001193125-26-378510,0000216228,ITT INC.,ITT,Savi Luca,"Director, President and CEO",2026-08-31,5019.0,199.56,1001591.64
2026-09-01,0001398344-26-016344,0000813623,Total Return Securities Fund,SWZ,SELL MORITZ A,Director,2026-08-31,3000.0,5.98,17940.0
2026-09-01,0001104659-26-104321,0001253986,ARBOR REALTY TRUST INC,ABR,Green William C,Director,2026-08-31,24985.0,5.07,126673.95000000001
2026-09-01,0002117905-26-000026,0001468642,Aura Minerals Inc.,AUGO,Sousa Mauad Bruno,Director,2026-08-28,26018.0,82.5743,2148418.1374
2026-09-01,0002117905-26-000026,0001468642,Aura Minerals Inc.,AUGO,Sousa Mauad Bruno,Director,2026-08-28,61552.0,83.5822,5144651.5744
2026-09-01,0002117905-26-000026,0001468642,Aura Minerals Inc.,AUGO,Sousa Mauad Bruno,Director,2026-08-28,38430.0,84.3175,3240321.525
2026-09-01,0002117905-26-000026,0001468642,Aura Minerals Inc.,AUGO,Sousa Mauad Bruno,Director,2026-08-28,126000.0,89.36,11259360.0
2026-09-01,0001628280-26-059708,0001488139,"Ameresco, Inc.",AMRC,Sakellaris George P,"Director, Chief Executive Officer, 10% owner",2026-08-28,3000.0,22.13,66390.0
2026-09-01,0001493152-26-041030,0001534708,"Beeline Holdings, Inc.",BLNE,Liuzza Nicholas Reyland JR,"Director, Chief Executive Officer, 10% owner",2026-09-01,96000.0,1.03,98880.0
2026-09-01,0001104659-26-104405,0001671502,"Quoin Pharmaceuticals, Ltd.",QNRX,Carter Denise P.,"Director, Chief Operating Officer",2026-08-31,20490.0,4.88,99991.2
2026-09-01,0001104659-26-104402,0001671502,"Quoin Pharmaceuticals, Ltd.",QNRX,Culverwell Anthony James,Director,2026-08-31,6146.0,4.88,29992.48
2026-09-01,0001104659-26-104403,0001671502,"Quoin Pharmaceuticals, Ltd.",QNRX,Lawlor Sally Bridget,Chief Financial Officer,2026-08-31,10244.0,4.88,49990.72
2026-09-01,0001104659-26-104404,0001671502,"Quoin Pharmaceuticals, Ltd.",QNRX,Myers Michael,"Director, Chief Executive Officer",2026-08-31,20490.0,4.88,99991.2
2026-09-01,0002132853-26-000007,0001677576,INNOVATIVE INDUSTRIAL PROPERTIES INC,IIPR,Ives Bruce Alan,Director,2026-08-31,528.0,56.7,29937.600000000002
2026-09-01,0000950103-26-013377,0001693736,EquipmentShare.com Inc,EQPT,Schlacks Jabbok,"Director, Founder & CEO",2026-08-28,9500.0,17.87,169765.0
2026-09-01,0000950103-26-013377,0001693736,EquipmentShare.com Inc,EQPT,Schlacks Jabbok,"Director, Founder & CEO",2026-08-31,15500.0,17.46,270630.0
2026-09-01,0001628280-26-059745,0001776909,CuriosityStream Inc.,CURI,Stinchcomb Clinton Larry,"Director, President and CEO",2026-08-28,20000.0,2.603,52060.00000000001
2026-09-01,0001104659-26-104326,0001780312,"AST SpaceMobile, Inc.",ASTS,Cisneros Adriana,Director,2026-08-31,1384.0,57.79,79981.36
2026-09-01,0001104659-26-104326,0001780312,"AST SpaceMobile, Inc.",ASTS,Cisneros Adriana,Director,2026-08-31,8768.0,57.0,499776.0
2026-09-01,0001104659-26-104326,0001780312,"AST SpaceMobile, Inc.",ASTS,Cisneros Adriana,Director,2026-08-31,670.0,58.87,39442.9
2026-09-01,0000905148-26-004056,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-08-31,3550.0,6.9326,24610.73
2026-09-01,0001628280-26-059909,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-08-28,65752.0,3.53,232104.56
2026-09-01,0001628280-26-059909,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-08-31,53273.0,3.6,191782.80000000002
2026-09-01,0001193125-26-377575,0001828161,"FTC Solar, Inc.",FTCI,SADASIVAM SHAKER,Director,2026-08-28,101083.0,2.69,271913.27
2026-09-01,0001840199-26-000096,0001840199,Waldencast plc,WALD,Souza Cristiano,"Director, 10% owner",2026-08-28,335000.0,1.5094,505649.0
2026-09-01,0001628280-26-059898,0001840572,Lucky Strike Entertainment Corp,LUCK,MATHRANI SANDEEP,Director,2026-08-28,9350.0,6.4125,59956.875
2026-09-01,0001628280-26-059899,0001840572,Lucky Strike Entertainment Corp,LUCK,Young John Alan,Director,2026-08-28,2800.0,6.23,17444.0
2026-09-01,0001628280-26-059899,0001840572,Lucky Strike Entertainment Corp,LUCK,Young John Alan,Director,2026-09-01,1000.0,614.0,614000.0
2026-09-01,0002021239-26-000006,0001868159,"Lineage, Inc.",LINE,Marchetti Kevin Patrick,"Director, Co-Executive Chairman, 10% owner",2026-08-28,25000.0,39.5022,987555.0
2026-09-01,0001878313-26-000082,0001878313,"MAIA Biotechnology, Inc.",MAIA,Guerrero Ramiro,Director,2026-08-26,8931.0,1.39,12414.089999999998
2026-09-01,0001878313-26-000082,0001878313,"MAIA Biotechnology, Inc.",MAIA,Guerrero Ramiro,Director,2026-08-27,78239.0,1.39,108752.20999999999
2026-09-01,0001878313-26-000082,0001878313,"MAIA Biotechnology, Inc.",MAIA,Guerrero Ramiro,Director,2026-08-28,46620.0,1.35,62937.00000000001
2026-09-01,0001104659-26-104354,0001979306,"Andalusian Credit Company, LLC",N/A,Frank Alan L,Director,2026-08-28,7309.71,15.32,111984.75720000001
2026-09-01,0001104659-26-104356,0001979306,"Andalusian Credit Company, LLC",N/A,Otting Joseph M,Director,2026-08-28,13674.88,15.32,209499.1616
2026-09-01,0001193125-26-378381,0002097725,AIR Global PLC,AIIR,Brazier Stuart Damon,"Director, Chief Executive Officer",2026-08-27,6000.0,7.3547,44128.200000000004
2026-09-01,0001193125-26-378382,0002097725,AIR Global PLC,AIIR,Lotfy Bassem,Chief Financial Officer,2026-08-27,4450.0,7.9727,35478.515
2026-09-02,0001104659-26-104644,0000101538,UNITED STATES ANTIMONY CORP,UAMY,Bardswich Lloyd,"Director, Dir, EVP & Chief Mining Eng",2026-09-01,20000.0,4.635,92700.0
2026-09-02,0001195918-26-000002,0000310764,STRYKER CORP,SYK,BRAINERD MARY K,Director,2019-06-26,63.0,202.205,12738.915
2026-09-02,0002014484-26-000003,0000844965,TETRA TECHNOLOGIES INC,TTI,John Angela D,Director,2026-09-02,10000.0,6.5,65000.0
2026-09-02,0001214659-26-011359,0000896493,"Hyperscale Data, Inc.",GPUS,AULT MILTON C III,"Director, Executive Chairman, 10% owner",2026-09-01,107999.0,0.247,26675.753
2026-09-02,0001214659-26-011360,0000896493,"Hyperscale Data, Inc.",GPUS,Horne William B.,"Director, Chief Executive Officer",2026-09-02,100000.0,0.1999,19990.0
2026-09-02,0001437749-26-029458,0000903419,ALERUS FINANCIAL CORP,ALRS,Bolton Jeffrey,Director,2026-09-01,1000.0,32.45,32450.000000000004
2026-09-02,0001528153-26-000013,0000917251,AGREE REALTY CORP,ADC,RAKOLTA JOHN JR,Director,2026-08-31,10000.0,72.42,724200.0
2026-09-02,0001193125-26-380660,0001013488,BJs RESTAURANTS INC,BJRI,Richmond C Bradford,Director,2026-09-02,500.0,61.05,30525.0
2026-09-02,0001193125-26-380267,0001059142,Greystone Housing Impact Investors LP,GHI,Rogozinski Kenneth,Chief Executive Officer,2026-09-01,3500.0,6.24,21840.0
2026-09-02,0001437749-26-029479,0001069533,RGC RESOURCES INC,RGCO,WILLIAMSON JOHN B III,Director,2026-09-01,1000.0,21.3,21300.0
2026-09-02,0001198906-26-000008,0001089063,"DICK'S SPORTING GOODS, INC.",DKS,COLOMBO WILLIAM J,Director,2026-09-01,913.0,133.19,121602.47
2026-09-02,0001193125-26-380240,0001272842,AIRGAIN INC,AIRG,SIMS JAMES K,Director,2026-08-31,6731.0,5.31,35741.61
2026-09-02,0001193125-26-380240,0001272842,AIRGAIN INC,AIRG,SIMS JAMES K,Director,2026-09-01,8269.0,5.11,42254.590000000004
2026-09-02,0002057567-26-000008,0001336706,NORTHPOINTE BANCSHARES INC,NPB,Williams Charles Alan,"Director, CHAIRMAN & CEO, 10% owner",2026-09-01,85000.0,16.7403,1422925.5
2026-09-02,0001213900-26-096631,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-08-31,10600.0,10.27,108862.0
2026-09-02,0001213900-26-096631,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-08-31,15100.0,10.27,155077.0
2026-09-02,0001213900-26-096631,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-08-31,3400.0,10.27,34918.0
2026-09-02,0001213900-26-096631,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-08-31,64500.0,10.27,662415.0
2026-09-02,0002022936-26-000016,0001469395,Pampa Energy Inc.,PAM,Mindlin Marcos Marcelo,"Director, 10% owner",2026-08-31,500000.0,3.44,1720000.0
2026-09-02,0001221359-26-000055,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-08-31,20000.0,22.33,446599.99999999994
2026-09-02,0001221359-26-000055,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-09-01,50000.0,22.4,1120000.0
2026-09-02,0001221359-26-000055,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-09-02,96636.0,22.5,2174310.0
2026-09-02,0001628280-26-059977,0001576789,Wix.com Ltd.,WIX,Abrahami Avishai,"Director, Chief Executive Officer",2026-08-31,654.0,59.89,39168.06
2026-09-02,0001628280-26-059986,0001576789,Wix.com Ltd.,WIX,Even-Haim Yaniv,CTO,2026-08-31,320.0,59.89,19164.8
2026-09-02,0001628280-26-059988,0001576789,Wix.com Ltd.,WIX,Meyer Shelly B,Chief People Officer,2026-08-31,479.0,59.89,28687.31
2026-09-02,0001628280-26-059984,0001576789,Wix.com Ltd.,WIX,Shai Omer,CMO,2026-08-31,490.0,59.89,29346.1
2026-09-02,0001628280-26-059982,0001576789,Wix.com Ltd.,WIX,Shemesh Lior,CFO,2026-08-31,456.0,59.89,27309.84
2026-09-02,0001628280-26-059979,0001576789,Wix.com Ltd.,WIX,Zohar Nir,President,2026-08-31,376.0,59.89,22518.64
2026-09-02,0001628280-26-059979,0001576789,Wix.com Ltd.,WIX,Zohar Nir,President,2026-08-31,271.0,59.89,16230.19
2026-09-02,0001437749-26-029545,0001625101,"PULSE BIOSCIENCES, INC.",PLSE,Teplitsky Liane Rae,Chief Operating Officer,2026-08-31,1024.0,48.8,49971.2
2026-09-02,0001437749-26-029545,0001625101,"PULSE BIOSCIENCES, INC.",PLSE,Teplitsky Liane Rae,Chief Operating Officer,2026-09-01,1001.0,49.95,49999.950000000004
2026-09-02,0001628280-26-060167,0001639438,"CAVA GROUP, INC.",CAVA,Thompson Douglas W.,Chief Operations Officer,2026-08-31,6500.0,66.52,432380.0
2026-09-02,0001539497-26-002446,0001649096,Clipper Realty Inc.,CLPR,Levinson Sam,"Director, 10% owner",2026-09-02,5387.0,3.2462,17487.2794
2026-09-02,0001268406-26-000009,0001692819,Vistra Corp.,VST,BURKE JAMES A,"Director, President and CEO",2026-08-31,2200.0,135.99,299178.0
2026-09-02,0001268406-26-000009,0001692819,Vistra Corp.,VST,BURKE JAMES A,"Director, President and CEO",2026-09-01,4465.0,135.25,603891.25
2026-09-02,0001628280-26-060234,0001736730,Camp4 Therapeutics Corp,CAMP,Gold Kelly,Chief Financial Officer,2026-08-31,10000.0,3.96,39600.0
2026-09-02,0001628280-26-060095,0001809987,"Mirion Technologies, Inc.",MIR,Schopfer Brian,Chief Financial Officer,2026-09-02,20000.0,15.6,312000.0
2026-09-02,0000905148-26-004066,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-09-01,3550.0,6.9133,24542.215
2026-09-02,0001831631-26-000105,0001831631,"loanDepot, Inc.",LDI,Hsieh Anthony Li,"Director, Executive Chair, CEO & Pres., 10% owner",2026-08-31,145365.0,0.9449,137355.3885
2026-09-02,0001831631-26-000105,0001831631,"loanDepot, Inc.",LDI,Hsieh Anthony Li,"Director, Executive Chair, CEO & Pres., 10% owner",2026-09-01,60208.0,0.9172,55222.7776
2026-09-02,0001841761-26-000092,0001841761,"Grove Collaborative Holdings, Inc.",GROV,Karp Jason H.,Director,2026-09-01,55000.0,1.0278,56529.0
2026-09-02,0001841761-26-000092,0001841761,"Grove Collaborative Holdings, Inc.",GROV,Karp Jason H.,Director,2026-09-02,15200.0,1.0761,16356.720000000001
2026-09-02,0001841761-26-000090,0001841761,"Grove Collaborative Holdings, Inc.",GROV,Yurcisin Jeffrey Michael,"Director, President & CEO",2026-09-01,90000.0,1.0521,94689.0
2026-09-02,0001628280-26-060113,0001842279,OPAL Fuels Inc.,OPAL,Comora Adam,Co-Chief Executive Officer,2026-09-01,50000.0,1.93,96500.0
2026-09-02,0001628280-26-060107,0001842279,OPAL Fuels Inc.,OPAL,Nisar Nadeem,Director,2026-08-31,10000.0,1.98,19800.0
2026-09-02,0001628280-26-060107,0001842279,OPAL Fuels Inc.,OPAL,Nisar Nadeem,Director,2026-09-01,10000.0,1.91,19100.0
2026-09-02,0001193125-26-380595,0001880438,"AN2 Therapeutics, Inc.",ANTX,FitzPatrick Margaret M,Director,2026-09-01,2098.0,5.53,11601.94
2026-09-02,0001628280-26-060096,0001909747,Jushi Holdings Inc.,JUSH,Cacioppo James,"Director, Chief Executive Officer, 10% owner",2026-08-31,71686.0,0.51,36559.86
2026-09-02,0001628280-26-060096,0001909747,Jushi Holdings Inc.,JUSH,Cacioppo James,"Director, Chief Executive Officer, 10% owner",2026-09-01,248000.0,0.519,128712.0
2026-09-02,0001628280-26-060001,0001928446,"Granite Ridge Resources, Inc.",GRNT,MCCARTNEY JOHN,Director,2026-09-01,5000.0,5.04,25200.0
2026-09-02,0001683168-26-006884,0001941536,"Bridger Aerospace Group Holdings, Inc.",BAER,KELTER JEFFREY E,Director,2026-09-01,100000.0,1.097,109700.0
2026-09-02,0001683168-26-006884,0001941536,"Bridger Aerospace Group Holdings, Inc.",BAER,KELTER JEFFREY E,Director,2026-09-01,100000.0,1.0944,109440.0
2026-09-02,0001213900-26-096450,0001981662,NewGenIvf Group Ltd,NIVF,Cheung Kong Yiu,"Director, 10% owner",2026-05-28,222223.0,1.5,333334.5
2026-09-02,0001213900-26-096450,0001981662,NewGenIvf Group Ltd,NIVF,Cheung Kong Yiu,"Director, 10% owner",2026-06-02,500000.0,1.33,665000.0
2026-09-02,0001213900-26-096450,0001981662,NewGenIvf Group Ltd,NIVF,Cheung Kong Yiu,"Director, 10% owner",2026-06-18,500000.0,1.33,665000.0
2026-09-02,0001213900-26-096450,0001981662,NewGenIvf Group Ltd,NIVF,Cheung Kong Yiu,"Director, 10% owner",2026-07-27,2500000.0,1.0,2500000.0
2026-09-02,0001493152-26-041236,0002027360,RedCloud Holdings plc,RCT,Senn Nikolaus Beat,"Director, 10% owner",2026-08-27,2500000.0,0.25,625000.0
2026-09-02,0001680809-26-000007,0002082866,"Pinnacle Financial Partners, Inc.",PNFP,Blair Kevin S.,"Director, Chief Executive Officer",2026-09-01,2565.0,97.48,250036.2
2026-09-02,0001104659-26-104746,0002147219,Rainier Acquisition Corp,RNAQ,GROSSMAN JONAS,"Director, 10% owner",2026-09-02,5625.0,10.0,56250.0
2026-09-03,0000101382-26-000180,0000101382,UMB FINANCIAL CORP,UMBF,GRAVES GREG M,Director,2026-09-01,573.145,139.6,80011.042
2026-09-03,0000101382-26-000181,0000101382,UMB FINANCIAL CORP,UMBF,Peterman Tamara,Director,2026-09-01,394.0553,139.6,55010.11988
2026-09-03,0001193125-26-382419,0000315293,Aon plc,AON,KNIGHT LESTER B,Director,2026-09-02,1739.0,325.63,566270.57
2026-09-03,0001193125-26-382419,0000315293,Aon plc,AON,KNIGHT LESTER B,Director,2026-09-02,5097.0,326.53,1664323.41
2026-09-03,0001193125-26-382419,0000315293,Aon plc,AON,KNIGHT LESTER B,Director,2026-09-02,7212.0,327.52,2362074.2399999998
2026-09-03,0001193125-26-382419,0000315293,Aon plc,AON,KNIGHT LESTER B,Director,2026-09-02,4145.0,328.34,1360969.2999999998
2026-09-03,0001193125-26-382419,0000315293,Aon plc,AON,KNIGHT LESTER B,Director,2026-09-02,1440.0,329.69,474753.6
2026-09-03,0001193125-26-382419,0000315293,Aon plc,AON,KNIGHT LESTER B,Director,2026-09-02,367.0,330.51,121297.17
2026-09-03,0001140361-26-035560,0000357301,TRUSTCO BANK CORP N Y,TRST,McCormick Lauren Ann,"VP,Treasurer, Asst. Corp. Sec.",2026-09-02,436.0,57.34,25000.24
2026-09-03,0001193125-26-381287,0000717806,"FIRST US BANCSHARES, INC.",FUSB,FIELD Robert C,Director,2026-09-01,3300.0,16.39,54087.0
2026-09-03,0002074050-26-000026,0000850027,"EAGLE CAPITAL GROWTH FUND, INC.",GRF,SIMS LUKE E,"Director, President & CEO",2026-09-01,2560.0,9.9903,25575.167999999998
2026-09-03,0001193125-26-381871,0000862831,FINANCIAL INSTITUTIONS INC,FISI,Zupan Mark,Director,2026-09-02,608.0,40.7721,24789.4368
2026-09-03,0001193125-26-382168,0001013488,BJs RESTAURANTS INC,BJRI,Richmond C Bradford,Director,2026-09-03,500.0,59.5,29750.0
2026-09-03,0001193125-26-381567,0001325670,Primis Financial Corp.,FRST,Johnson Eric Alan,Director,2026-09-01,1280.0,15.6,19968.0
2026-09-03,0001437749-26-029649,0001431567,Oak Valley Bancorp,OVLY,LAFFERTY ALLISON,Director,2026-08-26,910.0,33.91,30858.1
2026-09-03,0001662972-26-000133,0001662972,"Blackstone Real Estate Income Trust, Inc.",NONE,Harper Robert G IV,Head of Asset Management,2026-09-01,955.768,14.6479,13999.9940872
2026-09-03,0001193125-26-382162,0001669811,"Donnelley Financial Solutions, Inc.",DFIN,BINZ JOSEPH LEO,Director,2026-09-01,5000.0,47.75,238750.0
2026-09-03,0001193125-26-382162,0001669811,"Donnelley Financial Solutions, Inc.",DFIN,BINZ JOSEPH LEO,Director,2026-09-01,10000.0,48.5245,485245.00000000006
2026-09-03,0001193125-26-382162,0001669811,"Donnelley Financial Solutions, Inc.",DFIN,BINZ JOSEPH LEO,Director,2026-09-02,5780.0,47.75,275995.0
2026-09-03,0001628280-26-060490,0001693736,EquipmentShare.com Inc,EQPT,Schlacks Jabbok,"Director, Founder & CEO",2026-09-01,15000.0,17.03,255450.00000000003
2026-09-03,0001628280-26-060490,0001693736,EquipmentShare.com Inc,EQPT,Schlacks Jabbok,"Director, Founder & CEO",2026-09-02,10000.0,17.69,176900.0
2026-09-03,0002090370-26-000006,0001784570,"BETA Technologies, Inc.",BETA,Stone Michael Robert,Director,2026-09-01,12820.0,19.5779,250988.67799999999
2026-09-03,0002090370-26-000006,0001784570,"BETA Technologies, Inc.",BETA,Stone Michael Robert,Director,2026-09-02,13125.0,19.1855,251809.6875
2026-09-03,0000905148-26-004076,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-09-02,3550.0,7.1485,25377.175
2026-09-03,0001193125-26-380960,0001821468,17 Education & Technology Group Inc.,YQ,Liu Chang,"Director, Chief Executive Officer, 10% owner",2026-09-02,9055.0,2.1887,19818.678499999998
2026-09-03,0001865200-26-000083,0001865200,"Angel Studios, Inc.",ANGX,Sarowitz Steven I,Director,2026-09-01,10979.0,4.2741,46925.3439
2026-09-03,0001193125-26-381955,0001925309,Sixth Street Lending Partners,NONE,Doddy Hurley,Director,2026-09-01,1173.0,28.78,33758.94
2026-09-03,0001193125-26-381959,0001925309,Sixth Street Lending Partners,NONE,HIGGINBOTHAM RICHARD A,Director,2026-09-01,1173.0,28.78,33758.94
2026-09-03,0001193125-26-381956,0001925309,Sixth Street Lending Partners,NONE,Slotkin Judy S,Director,2026-09-01,1173.0,28.78,33758.94
2026-09-03,0001193125-26-381958,0001925309,Sixth Street Lending Partners,NONE,Tanemura Ronald,Director,2026-09-01,1759.0,28.78,50624.020000000004
2026-09-03,0001193125-26-381963,0001925309,Sixth Street Lending Partners,NONE,Waxman Alan,Vice President,2026-09-01,1405583.0,28.78,40452678.74
2026-09-03,0001193125-26-381963,0001925309,Sixth Street Lending Partners,NONE,Waxman Alan,Vice President,2026-09-01,255924.0,28.78,7365492.720000001
2026-09-03,0001571166-26-000003,0001967649,Vestis Corp,VSTS,Barber James J.,"Director, President & CEO",2026-09-02,84500.0,12.3714,1045383.2999999999
2026-09-03,0001628280-26-060445,0001982518,Smith Douglas Homes Corp.,SDHC,Bennett Gregory S,"Director, See Remarks",2026-09-01,1000.0,12.1966,12196.6
2026-09-03,0001628280-26-060445,0001982518,Smith Douglas Homes Corp.,SDHC,Bennett Gregory S,"Director, See Remarks",2026-09-02,1000.0,11.5,11500.0
2026-09-03,0002109337-26-000011,0002025416,OBOOK HOLDINGS INC.,OWLS,WANG CHUN KAI,"Director, Chief Executive Officer",2026-09-02,11600.0,5.0085,58098.6
2026-09-03,0002035989-26-000078,0002035989,Amrize Ltd,AMRZ,Jenisch Jan Philipp,"Director, Chairman & CEO",2026-09-02,10000.0,42.37,423700.0
2026-09-03,0002035989-26-000078,0002035989,Amrize Ltd,AMRZ,Jenisch Jan Philipp,"Director, Chairman & CEO",2026-09-02,15000.0,42.53,637950.0
2026-09-03,0002035989-26-000078,0002035989,Amrize Ltd,AMRZ,Jenisch Jan Philipp,"Director, Chairman & CEO",2026-09-02,1000.0,42.44,42440.0
2026-09-03,0002035989-26-000078,0002035989,Amrize Ltd,AMRZ,Jenisch Jan Philipp,"Director, Chairman & CEO",2026-09-02,2000.0,42.53,85060.0
2026-09-03,0002035989-26-000078,0002035989,Amrize Ltd,AMRZ,Jenisch Jan Philipp,"Director, Chairman & CEO",2026-09-02,2000.0,42.465,84930.0
2026-09-03,0001437749-26-029624,0002058758,"Avidia Bancorp, Inc.",AVBC,Nelson Jonathan Michael,CFO and Treasurer,2026-09-03,4500.0,22.19,99855.0
2026-09-03,0001628280-26-060444,0002089271,Honeywell Aerospace Inc.,HONA,ARNOLD CRAIG,Director,2026-09-01,6400.0,156.0,998400.0
2026-09-04,0001193125-26-383385,0000880417,"CSB Bancorp, Inc.",CSBB,STEINER EDDIE L,"Director, President & CEO",2026-09-02,500.0,73.51,36755.0
2026-09-04,0001193125-26-383388,0000880417,"CSB Bancorp, Inc.",CSBB,Schillig Stephen E,Director,2026-09-03,134.0,76.99,10316.66
2026-09-04,0001046179-26-000596,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM,Fang Shu-Hua,SVP and GC,2026-07-02,1000.0,77.09,77090.0
2026-09-04,0001532601-26-000007,0001408198,MSCI Inc.,MSCI,Taneja Rajat,Director,2026-09-02,1786.0,560.0,1000160.0
2026-09-04,0001193125-26-384028,0001420800,Enovis CORP,ENOV,Engert Oliver,Chief Administrative Officer,2026-09-02,2458.0,20.32,49946.56
2026-09-04,0001193125-26-384028,0001420800,Enovis CORP,ENOV,Engert Oliver,Chief Administrative Officer,2026-09-03,5140.0,19.46,100024.40000000001
2026-09-04,0001193125-26-384027,0001420800,Enovis CORP,ENOV,McDonald Damien,"Director, Chief Executive Officer",2026-09-04,13035.0,19.15,249620.24999999997
